1#1411812070#172.16.92.36*#/ninux/www/Ninux_rate_meter/#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024##24
105#1411814522#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
106#1411814525#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
107#1411814529#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
108#1411814640#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
109#1411814645#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
110#1411814649#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
111#1411815251#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
112#1411815259#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
113#1411815266#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
114#1411815276#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
115#1411815281#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
116#1411816752#37.119.201.102*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480##24
117#1411816762#37.119.201.102*#/ninux/www/Ninux_rate_meter/grafici.php?#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480#http://salvatorehost.no-ip.org/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
118#1411816782#37.119.201.102*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480#http://salvatorehost.no-ip.org/ninux/www/Ninux_rate_meter/grafici.php?#24
119#1411816802#37.119.201.102*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480#http://salvatorehost.no-ip.org/ninux/www/Ninux_rate_meter/grafici.php#24
120#1411816815#37.119.201.102*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480#http://salvatorehost.no-ip.org/ninux/www/Ninux_rate_meter/grafici.php?#24
121#1411816817#37.119.201.102*#/ninux/www/Ninux_rate_meter/grafici.php?#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480#http://salvatorehost.no-ip.org/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
122#1411818994#95.238.84.241*#/ninux/www/Ninux_rate_meter/grafici.php?#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480#http://salvatorehost.no-ip.org/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
123#1411833226#172.16.37.240*#/elenco_nodi.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1920 x 1080#http://10.150.28.11/#24
124#1411833276#37.119.236.137*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (Linux; Android 4.1.2; GT-S6310N Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.131 Mobile Safari/537.36#320 x 480##24
125#1411836289#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
126#1411850350#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
127#1411850362#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
128#1411850368#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
129#1411850372#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
130#1411850382#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
131#1411850390#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
132#1411850392#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
133#1411850396#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
134#1411850404#172.16.92.36*#/ninux/www/Ninux_rate_meter/index.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
135#1411850411#172.16.92.36*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/index.php#24
136#1411850425#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
137#1411850438#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
138#1411850469#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
139#1411850475#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
140#1411850480#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
141#1411850483#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
142#1411850487#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
143#1411850627#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
144#1411850630#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
145#1411850637#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
146#1411850641#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
147#1411850645#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
148#1411850676#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
149#1411850680#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
150#1411850685#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
151#1411850702#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
152#1411850706#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
153#1411850710#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
154#1411850714#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
155#1411850872#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
156#1411850876#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
157#1411850880#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
158#1411850884#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
159#1411850911#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
160#1411851159#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
161#1411851165#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
162#1411851176#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
163#1411851224#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
164#1411851267#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
165#1411851553#172.16.92.36*#/ninux/www/Ninux_rate_meter/index.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
166#1411851569#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/index.php#24
167#1411851733#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
168#1411851782#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
169#1411851789#172.16.92.36*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
170#1411851964#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
171#1411851992#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
172#1411852039#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
173#1411852071#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
174#1411852202#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
175#1411852209#172.16.92.36*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
176#1411852313#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
177#1411852318#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
178#1411852322#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
179#1411852331#172.16.92.36*#/ninux/www/Ninux_rate_meter/index.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
180#1411852463#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/index.php#24
181#1411852468#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
182#1411852471#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
183#1411852489#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
184#1411852493#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
185#1411852496#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
186#1411852499#172.16.92.36*#/ninux/www/Ninux_rate_meter/index.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
187#1411852502#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/index.php#24
188#1411852522#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
189#1411852526#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
190#1411852600#172.16.92.36*#/ninux/www/Ninux_rate_meter/index.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
191#1411852650#172.16.92.36*#/ninux/www/Ninux_rate_meter/elenco_nodi.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/index.php#24
192#1411852662#172.16.92.36*#/ninux/www/Ninux_rate_meter/registrazione.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/elenco_nodi.php#24
193#1411852663#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/registrazione.php#24
194#1411852671#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
195#1411852677#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
196#1411852683#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
197#1411852686#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
198#1411852726#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
199#1411852731#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
200#1411852735#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
201#1411852738#172.16.92.36*#/ninux/www/Ninux_rate_meter/index.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/grafici.php#24
202#1411852740#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/index.php#24
203#1411852848#172.16.92.36*#/ninux/www/Ninux_rate_meter/grafici.php#Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:32.0) Gecko/20100101 Firefox/32.0#1280 x 1024#http://172.16.1.9/ninux/www/Ninux_rate_meter/index.php#24
